latitude,longitude,irradiance
-60.0,-90.0,2.247384615384615
-60.0,-86.0,2.2296923076923076
-60.0,-82.0,2.2567692307692306
-60.0,-78.0,2.2940769230769233
-60.0,-74.0,2.2904615384615385
-60.0,-70.0,2.3052307692307688
-60.0,-66.0,2.3843846153846155
-60.0,-62.0,2.3654615384615383
-60.0,-58.0,2.2957692307692312
-60.0,-54.0,2.1917692307692307
-60.0,-50.0,2.1143846153846155
-60.0,-46.0,2.0796923076923077
-60.0,-42.0,2.1316923076923078
-60.0,-38.0,2.1702307692307694
-60.0,-34.0,2.2935384615384615
-60.0,-30.0,2.399615384615385
-56.0,-90.0,2.539076923076923
-56.0,-86.0,2.570153846153846
-56.0,-82.0,2.5613846153846156
-56.0,-78.0,2.5366923076923076
-56.0,-74.0,2.4073846153846152
-56.0,-70.0,2.3833076923076923
-56.0,-66.0,2.6778461538461538
-56.0,-62.0,2.797
-56.0,-58.0,2.6627692307692308
-56.0,-54.0,2.576
-56.0,-50.0,2.477
-56.0,-46.0,2.422
-56.0,-42.0,2.328230769230769
-56.0,-38.0,2.221769230769231
-56.0,-34.0,2.3019230769230767
-56.0,-30.0,2.3122307692307693
-52.0,-90.0,2.889769230769231
-52.0,-86.0,2.878076923076923
-52.0,-82.0,2.8380769230769225
-52.0,-78.0,2.6609999999999996
-52.0,-74.0,2.9084615384615384
-52.0,-70.0,3.405538461538461
-52.0,-66.0,3.63
-52.0,-62.0,3.3948461538461543
-52.0,-58.0,3.178923076923077
-52.0,-54.0,3.114923076923077
-52.0,-50.0,2.981923076923077
-52.0,-46.0,2.8915384615384614
-52.0,-42.0,2.787
-52.0,-38.0,2.7164615384615383
-52.0,-34.0,2.699
-52.0,-30.0,2.5965384615384615
-48.0,-90.0,3.177307692307692
-48.0,-86.0,3.1861538461538466
-48.0,-82.0,3.169230769230769
-48.0,-78.0,3.0806923076923076
-48.0,-74.0,3.447538461538462
-48.0,-70.0,4.19676923076923
-48.0,-66.0,4.179307692307693
-48.0,-62.0,4.057153846153847
-48.0,-58.0,3.8357692307692304
-48.0,-54.0,3.5127692307692304
-48.0,-50.0,3.3353076923076923
-48.0,-46.0,3.2279999999999998
-48.0,-42.0,3.150076923076923
-48.0,-38.0,3.0446153846153843
-48.0,-34.0,3.0673846153846154
-48.0,-30.0,3.021769230769231
-44.0,-90.0,3.502538461538462
-44.0,-86.0,3.535923076923077
-44.0,-82.0,3.5626153846153845
-44.0,-78.0,3.6529230769230767
-44.0,-74.0,3.600538461538462
-44.0,-70.0,4.656692307692309
-44.0,-66.0,4.6056923076923075
-44.0,-62.0,4.518076923076922
-44.0,-58.0,4.317769230769231
-44.0,-54.0,3.999461538461538
-44.0,-50.0,3.9047692307692303
-44.0,-46.0,3.8918461538461537
-44.0,-42.0,3.7951538461538465
-44.0,-38.0,3.7335384615384615
-44.0,-34.0,3.6413076923076924
-44.0,-30.0,3.4701538461538464
-40.0,-90.0,3.951076923076923
-40.0,-86.0,3.956769230769231
-40.0,-82.0,4.054846153846154
-40.0,-78.0,4.145538461538462
-40.0,-74.0,4.519230769230769
-40.0,-70.0,5.112846153846153
-40.0,-66.0,4.96253846153846
-40.0,-62.0,4.726692307692308
-40.0,-58.0,4.615769230769231
-40.0,-54.0,4.465000000000001
-40.0,-50.0,4.2823076923076915
-40.0,-46.0,4.200076923076923
-40.0,-42.0,4.08
-40.0,-38.0,4.001307692307693
-40.0,-34.0,3.9181538461538463
-40.0,-30.0,3.8943846153846153
-36.0,-90.0,4.434769230769231
-36.0,-86.0,4.437923076923077
-36.0,-82.0,4.458615384615384
-36.0,-78.0,4.636230769230769
-36.0,-74.0,5.075692307692307
-36.0,-70.0,5.47823076923077
-36.0,-66.0,5.049692307692308
-36.0,-62.0,4.933923076923077
-36.0,-58.0,4.692384615384615
-36.0,-54.0,4.709615384615384
-36.0,-50.0,4.566615384615385
-36.0,-46.0,4.470230769230769
-36.0,-42.0,4.361307692307692
-36.0,-38.0,4.315384615384615
-36.0,-34.0,4.270999999999999
-36.0,-30.0,4.232538461538462
-32.0,-90.0,4.891230769230768
-32.0,-86.0,4.863153846153845
-32.0,-82.0,4.841923076923077
-32.0,-78.0,4.952769230769231
-32.0,-74.0,4.950692307692307
-32.0,-70.0,6.051230769230769
-32.0,-66.0,5.359307692307692
-32.0,-62.0,5.013846153846154
-32.0,-58.0,4.8787692307692305
-32.0,-54.0,4.62
-32.0,-50.0,4.638999999999999
-32.0,-46.0,4.620461538461538
-32.0,-42.0,4.562692307692307
-32.0,-38.0,4.547461538461539
-32.0,-34.0,4.556538461538461
-32.0,-30.0,4.553307692307692
-28.0,-90.0,5.202384615384615
-28.0,-86.0,5.09
-28.0,-82.0,5.007
-28.0,-78.0,4.954461538461539
-28.0,-74.0,4.688846153846153
-28.0,-70.0,6.751923076923077
-28.0,-66.0,4.844153846153846
-28.0,-62.0,5.004769230769231
-28.0,-58.0,4.897846153846154
-28.0,-54.0,4.7841538461538455
-28.0,-50.0,4.211615384615385
-28.0,-46.0,4.799076923076924
-28.0,-42.0,4.865692307692307
-28.0,-38.0,4.910461538461537
-28.0,-34.0,4.953153846153846
-28.0,-30.0,5.077307692307693
-24.0,-90.0,5.2603846153846145
-24.0,-86.0,5.096846153846153
-24.0,-82.0,4.970769230769231
-24.0,-78.0,4.777615384615386
-24.0,-74.0,4.491846153846154
-24.0,-70.0,7.180615384615384
-24.0,-66.0,6.233846153846154
-24.0,-62.0,4.928615384615385
-24.0,-58.0,5.013692307692308
-24.0,-54.0,5.036846153846153
-24.0,-50.0,5.018153846153846
-24.0,-46.0,4.659923076923077
-24.0,-42.0,5.2544615384615385
-24.0,-38.0,5.273692307692307
-24.0,-34.0,5.434153846153847
-24.0,-30.0,5.556692307692309
-20.0,-90.0,5.238
-20.0,-86.0,5.000384615384615
-20.0,-82.0,4.73623076923077
-20.0,-78.0,4.605615384615385
-20.0,-74.0,4.692384615384615
-20.0,-70.0,7.03923076923077
-20.0,-66.0,6.164230769230769
-20.0,-62.0,4.977
-20.0,-58.0,5.114230769230769
-20.0,-54.0,5.348076923076923
-20.0,-50.0,5.500076923076923
-20.0,-46.0,5.400769230769231
-20.0,-42.0,4.977
-20.0,-38.0,5.654692307692307
-20.0,-34.0,5.859615384615385
-20.0,-30.0,5.986076923076923
-16.0,-90.0,5.381769230769231
-16.0,-86.0,5.072615384615385
-16.0,-82.0,4.722307692307693
-16.0,-78.0,5.0220769230769235
-16.0,-74.0,6.644846153846153
-16.0,-70.0,6.345461538461538
-16.0,-66.0,4.897538461538462
-16.0,-62.0,5.036538461538463
-16.0,-58.0,5.260076923076923
-16.0,-54.0,5.410769230769231
-16.0,-50.0,5.612846153846155
-16.0,-46.0,5.790538461538461
-16.0,-42.0,5.432769230769231
-16.0,-38.0,5.949923076923077
-16.0,-34.0,6.197846153846154
-16.0,-30.0,6.271384615384616
-12.0,-90.0,5.423692307692307
-12.0,-86.0,5.129153846153846
-12.0,-82.0,4.908384615384616
-12.0,-78.0,5.078923076923076
-12.0,-74.0,4.330384615384615
-12.0,-70.0,4.818384615384614
-12.0,-66.0,4.892307692307693
-12.0,-62.0,5.094615384615384
-12.0,-58.0,5.272615384615385
-12.0,-54.0,5.561923076923078
-12.0,-50.0,5.5936153846153855
-12.0,-46.0,5.971538461538462
-12.0,-42.0,5.892
-12.0,-38.0,5.866923076923078
-12.0,-34.0,6.314461538461539
-12.0,-30.0,6.3846923076923074
-8.0,-90.0,5.387461538461539
-8.0,-86.0,5.238615384615384
-8.0,-82.0,4.983692307692308
-8.0,-78.0,4.432769230769231
-8.0,-74.0,4.620230769230769
-8.0,-70.0,4.731615384615385
-8.0,-66.0,4.785846153846155
-8.0,-62.0,4.9281538461538466
-8.0,-58.0,4.953538461538462
-8.0,-54.0,5.204538461538461
-8.0,-50.0,5.3072307692307685
-8.0,-46.0,5.628230769230769
-8.0,-42.0,5.936846153846154
-8.0,-38.0,6.121615384615384
-8.0,-34.0,6.209769230769231
-8.0,-30.0,6.311153846153847
-4.0,-90.0,5.552
-4.0,-86.0,5.422384615384616
-4.0,-82.0,5.67276923076923
-4.0,-78.0,4.315
-4.0,-74.0,4.5595384615384615
-4.0,-70.0,4.551
-4.0,-66.0,4.74
-4.0,-62.0,4.716769230769231
-4.0,-58.0,4.786538461538462
-4.0,-54.0,4.927076923076923
-4.0,-50.0,5.167000000000001
-4.0,-46.0,5.259153846153846
-4.0,-42.0,5.751153846153847
-4.0,-38.0,5.976615384615385
-4.0,-34.0,6.050461538461538
-4.0,-30.0,6.106461538461538
0.0,-90.0,5.559846153846154
0.0,-86.0,5.026307692307693
0.0,-82.0,4.386615384615385
0.0,-78.0,3.7326923076923078
0.0,-74.0,4.553076923076923
0.0,-70.0,4.517153846153846
0.0,-66.0,4.71776923076923
0.0,-62.0,4.85276923076923
0.0,-58.0,5.185769230769232
0.0,-54.0,5.256307692307692
0.0,-50.0,5.176076923076922
0.0,-46.0,5.798153846153846
0.0,-42.0,5.893692307692308
0.0,-38.0,5.852692307692308
0.0,-34.0,5.871538461538461
0.0,-30.0,5.915692307692307
4.0,-90.0,4.677230769230769
4.0,-86.0,4.592923076923077
4.0,-82.0,4.396076923076923
4.0,-78.0,3.9801538461538466
4.0,-74.0,4.305307692307693
4.0,-70.0,4.865846153846153
4.0,-66.0,5.192692307692307
4.0,-62.0,5.381
4.0,-58.0,5.184846153846154
4.0,-54.0,4.992153846153847
4.0,-50.0,5.596
4.0,-46.0,5.516769230769231
4.0,-42.0,5.368923076923077
4.0,-38.0,5.187846153846154
4.0,-34.0,5.1280769230769225
4.0,-30.0,5.0120000000000005
8.0,-90.0,5.452461538461538
8.0,-86.0,5.160461538461539
8.0,-82.0,4.464461538461539
8.0,-78.0,4.503153846153847
8.0,-74.0,5.0866923076923065
8.0,-70.0,5.297076923076923
8.0,-66.0,5.462000000000001
8.0,-62.0,4.963230769230769
8.0,-58.0,5.7384615384615385
8.0,-54.0,5.718230769230769
8.0,-50.0,5.665307692307692
8.0,-46.0,5.569615384615385
8.0,-42.0,5.4319999999999995
8.0,-38.0,5.322153846153847
8.0,-34.0,5.264153846153846
8.0,-30.0,5.261153846153847
12.0,-90.0,5.801307692307692
12.0,-86.0,4.951923076923077
12.0,-82.0,5.447307692307693
12.0,-78.0,5.652923076923077
12.0,-74.0,6.123307692307692
12.0,-70.0,5.908999999999999
12.0,-66.0,6.115230769230769
12.0,-62.0,5.809230769230768
12.0,-58.0,5.92
12.0,-54.0,5.96276923076923
12.0,-50.0,5.893538461538462
12.0,-46.0,5.843461538461539
12.0,-42.0,5.740846153846153
12.0,-38.0,5.621153846153846
12.0,-34.0,5.55523076923077
12.0,-30.0,5.580692307692308
16.0,-90.0,4.922615384615385
16.0,-86.0,5.468923076923077
16.0,-82.0,5.720615384615385
16.0,-78.0,5.891615384615385
16.0,-74.0,5.949000000000001
16.0,-70.0,5.88553846153846
16.0,-66.0,5.970230769230768
16.0,-62.0,5.719076923076924
16.0,-58.0,5.984307692307692
16.0,-54.0,6.012076923076923
16.0,-50.0,5.977384615384615
16.0,-46.0,5.927153846153847
16.0,-42.0,5.860692307692307
16.0,-38.0,5.787999999999999
16.0,-34.0,5.6979999999999995
16.0,-30.0,5.64576923076923
20.0,-90.0,5.414923076923077
20.0,-86.0,5.615538461538462
20.0,-82.0,5.646999999999999
20.0,-78.0,5.760307692307692
20.0,-74.0,5.866999999999999
20.0,-70.0,5.787
20.0,-66.0,5.832538461538462
20.0,-62.0,5.870615384615385
20.0,-58.0,5.923461538461538
20.0,-54.0,5.936615384615385
20.0,-50.0,5.915230769230769
20.0,-46.0,5.900615384615384
20.0,-42.0,5.852615384615384
20.0,-38.0,5.817923076923076
20.0,-34.0,5.739461538461539
20.0,-30.0,5.689538461538461
